sentence_id	sentence	label
815180f7-1d21-4348-bcdd-35549b1be7a7	Той разказа, че дядо му навремето е пътувал цяла нощ с трена за погребението.	OBJ
917e94d1-2a0a-47df-9d69-5f9d1bf27549	Катето позволил на Роберто да й направи ритуала восъколеене.	OBJ
ec2aa742-68bd-47c6-83ef-19410ada332f	Ако сте забелязали, всички най-тежки обвинения в медиите бяха доказани единствено с неговата снимка на телевизионния екран.	SUBJ
89cee53c-8c52-45a2-870b-1614787f072b	Toвa ceнзaциoннo paзĸpитиe бeшe излъчeнo пo pycĸaтa тeлeвизия Peн в пopeдния филм зa яcнoвидĸaтa, цитирани от струмабг.	OBJ
b1861cd6-2232-4264-a071-734519e3dc44	И как надменно се държат.	SUBJ
b1cb8105-d9b6-4f7d-9814-0386d9e1f26b	Заедно с благословията получават и китки от бръшлян и чемшир, завързани с червен конец и златна паричка - пожеланието е новото им побратимство да е здраво и дълго като вечността.	OBJ
7ccfcdf8-ba2e-4b28-a8e5-763cc0ab2414	И е добро, и интересно, и естетически издържано, и провокиращо, и вдъхновяващо.	SUBJ
0c57023c-518e-4b07-bbc4-48fe004e132b	Там очакваме и вашите коментари.	OBJ
dc88ac75-b7e9-4b61-a0b3-62367515bd82	Според закона, има някои изключения и закупуване на предприятия е един от тях.	OBJ
90c16ab0-204e-4d89-919c-0f792750824c	Разказваме всичко това, за да предупредим, че работата с прогнозите в един свят, който се намира в страхотна геополитическа буря, е като разходка в минно поле.	SUBJ
8fddaca7-38fc-45a8-ad92-cbe5e99b020e	Ето как да си я приготвим у дома.	OBJ
fd47d2f1-534d-43de-8269-f43b1773b8f7	"Ако ЕС и Еврозоната се разпаднат, ще има повторение на познатата ни трагична история на Европа и отново да се стигне до военен конфликт", смята Юнкер.	OBJ
c6fd2bb2-3d98-470f-8f1e-045ef2e512ee	Според Мут именно тези "информирани предсказания за бъдещи събития" са в основата си същото като предсказания на релевантна икономичека теория и следователно са рационални.	OBJ
10040c62-7ef5-4013-9417-ca13f152a3ea	Блокирайте ми профила - аз ще си направя не три, а още пет самоличности.	OBJ
cd58c86c-5e3d-4001-932e-24f1c4482e4a	Значи му липсват знания и умения за министър-председател.	SUBJ
f7d7b790-52ad-4ada-9a57-b848f2dd9eb7	Вместо деветте степени, основани от ложата в Кайро, тяхното общество било разделено само на три степени - ,,непросветени", ,,кандидати" и ,,мъдреци", - на които техните доктрини били разкривани последователно при най-строга тайнственост, за да бъдат наясно какви знаци и пароли се използват - също като при свободните зидари.	OBJ
28186972-a88e-4a34-a747-e7bfbc4b824a	Задават се обаче трудни дни за Европейския съюз, прогнозира Вера Лион.	OBJ
ff0fbf94-dd54-453b-8c9d-06aaa4785f59	Какво ще стане с България?	OBJ
cfe5bf26-620c-4177-b229-6b83886b9596	Ще видим на изборите след три месеца как мислите и дали изобщо мислите.	SUBJ
ec8d26ec-926d-42ea-ac8d-1617323f5efb	В основата на кръга стоят думите Annuit Coeptus, което в буквален превод значи "Известявайки рождението на".	OBJ
b9918ed7-f2d1-4339-afa7-6cf4465ccbd9	Дойдоха и "Инкогнито".	OBJ
d2439400-cc54-4d26-921b-27c95651b197	Единственият начин обикновения нормален мъж да разбере и на практика да преживее това нещо... без да бъде извратен насилник и може би психопат... е като започне да се занимава с таоистките практики за овладяване на еякулацията.	SUBJ
0a20b2e5-157f-4449-a0ae-1d2a4fb3ea4d	Иконата, Иверската Света Богородица Вратарница в Москва, поради греховете с които ще се онечестивят хората, ще напусне Москва... след това ще настъпят най-страшните времена за Русия, защото антихрист ще успее да влезе в Русия.	SUBJ
0d26b661-fded-4a34-b438-420aa87bdfb7	По принцип е възможно.	OBJ
bb522430-40f0-4781-9910-92a1aefd013b	Следователно, Москва е пазителка на православното християнство и нейната миися е да го защиава навсякъде.	OBJ
6624cda5-96e1-4dd4-954c-f7291308099f	Тази вещ е тясно свързана със сълзи и тъга.	SUBJ
65ce41a8-1381-46c7-a21d-dc4e2a6d317a	Много кандидати идвали да я искат за жена, но тя връщала всички, докато един ден дошли голям брой черни хора, предвождани от своя цар, с явни намерения да не си тръгват без Странджа.	OBJ
a81373c2-fe3a-4f14-b7c1-69b6671bcc62	Корабът на човечеството върви по бурния океан между Сцила и Харибда, т.е. между обективните икономически, обществени и екологични проблеми в световен мащаб, и военно-политическите и паразитни амбиции на тесен кръг неадекватни и стари национални елити, които не желаят да се сбогуват със своето отминало могъщество, тъй като в новия свят ще получат само работата на портиера на хотела.	SUBJ
37463539-8344-40d1-ac74-c08e9e00f3ba	Има версии, които сочат, че Апостолае погребан в родния си град Карлово или в Сопот.	OBJ
fa1da662-3a99-4a37-a760-9543c0f47a10	Дали семейство Рокфелер ще ръководи изпомпването на шистов нефт и газ в САЩ, а Голдман и сватовете им от Сакс ще контролират тамошния военно-промишлен комплекс, е все едно.	SUBJ
9333a47b-63f1-42a8-95cb-6d915163c4e8	То беше направено пред мен от преподавателката по египтология в Историческия факултет на Университета на Милано, Италия, професор Анна Бъчварова.	OBJ
7c14fe4c-044b-4af7-96eb-f891992a2187	Тя се съсредоточи върху възстановяване на икономиката си.	OBJ
4c391d01-e875-42b2-ad1d-723d857ae0ad	Той, както излиза, ще трябва да е последният …	SUBJ
eb079cc7-1081-4022-8244-dc15a99dd612	За нещастие, поради абсолютно приемлива за път обстановка автобусът се обърка заради параноя, че все нещо ще стане и изпадна в кома.	SUBJ
73eae2bf-d470-4eca-aa1e-1e58f5e9f891	Интересно е и как кола с чужда регистрация е стигнала до там без никой да знае, при положение, че преди 1989 година това е един от най-строго пазените райони в България.	OBJ
efe13497-f89e-4bc3-862d-a7ed65e32fbf	Освен дъщерята на Първия, няколко зам.-министри, свързани с тази експедиция също умират, а други са сполетени от различни нещастия.	OBJ
7c14a132-2006-4c73-bec8-9cce5f13310e	Три години по-късно над Крим се вее руски флаг.	OBJ
451e452e-6ab9-4cc4-b1b6-96c0c789d007	Не забравяйте, че не е добре да приемате от други хора ножове и други остри предмети.	SUBJ
54a89c7c-21a6-403c-ae28-e29bc0aaf08c	Мисля, че не само аз си задавам въпроси от рода на: "Откъде и защо се появи тази "понятийна джунгла"?	SUBJ
13f6a8a1-205b-4ba2-8416-bc43dde2e82e	И тогава Мугабе покани хората с наднормено тегло от цял свят да отидат в Зимбабве и да отслабват като обработват земя безплатно.	OBJ
5b015819-a07f-4d6b-92c1-62efef1e463f	Французите са притеснени заради честите терористични атентати.	OBJ
d692ef0a-8b42-4632-a45f-51f82c445e2f	От началото на 2017 г. минималната заплата в Румъния става 319 евро, което прави към 625 лева.	OBJ
b3fa69ca-4214-4068-9d7d-1eae29c84c1d	Колко е богата фамилията Рокфелер?	OBJ
8310416f-d909-4180-825a-2414e67ae11b	Да държиш в ръцете си нещо, дошло от Космоса, е пулс на сърцето.	SUBJ
7a508657-5e4e-406d-8a80-aa23d7f05819	Още повече че там няма проблем.	SUBJ
e9ce55e5-0654-4924-956f-9816f4225e21	Опитах се да проведа някакъв разговор, но, уви, от другата страна получавах враждебни послания от сорта на: "Това мирише на социализъм", "Днес се слуша друга музика, разкарай се, пенсионер смотан".	OBJ
781c7232-8bb2-403e-b422-f903c0551945	Друга монахиня - Христина Тотева, играе важна роля в живота на Апостола.	OBJ
d7cadc8d-9116-46bc-b59d-0b0723d8fd1f	Също така веднага забременях и ми беше много трудно да свикна с това безделие – чувствах се изгубена, нямах моите социални контакти и приятели.	OBJ
ad97ff51-6076-4a1b-b0fc-deabe99c2efa	Твърде суетен си, за да го отречеш.	SUBJ
7e76ffd6-b73c-4e45-81fa-2fab1a97c303	За дерегулация на финансовите пазари просто не зависи само от него и се съмнявам че ще успее в степен, която би искал.	SUBJ
8a9e0a8e-3f0e-4efe-9276-a7e8f6e8ffee	2196 – пълно смесване на азиатци и европейци.	SUBJ
ac69bf32-b875-4f5c-a5f8-721e4b7cd1a5	Според описанието, което направила петричката пророчица, очевидно става дума за ядрена война, защото щели да загинат много хора.	OBJ
c1f4c987-69f6-48af-9fc9-56514d8ce986	Ежедневно хиляди хора биват убити по целия свят, а жертвите на изнудване и предателство, са безбройни.	SUBJ
771c8327-4ab4-44cd-b800-6eb670d7ead3	На 10 април 1981 г. вечерта (според Красимира Стоянова, датата е 5 май), след изгрева на луната, групата отишла на хълма.	OBJ
062baef8-bafa-4951-b8a9-0f33cba2404a	Като оставим настрана версията за нашенски праисторически Адам, който изниква ту от предсказания на на Ванга, ту от разкопки, като тези край Чирпанското село Дорково през 2010 г., мнозина вярват че в античността има сериозна българска следа.	OBJ
411d171d-b853-46ec-a692-d3593c042373	Лорд Жилберт – член на борда на директорите.	OBJ
610500ca-1d5d-4c7d-b97b-c9cda7c23e44	Поставяне на информацията в контекст, който я изкривява.	OBJ
5b4d2371-0223-4ea2-a960-7ed445fb7f21	Те са от около V-VI век, т.е. става дума за около 200 години преди учебникарското идване на българите на Балканите.	OBJ
c593f728-08c9-4239-be51-d1aa0bc40762	Скоро ме развесели, когато направи коментар за един познат, който е много нерешителен, че сигурно има Луна в Риби и затова е такъв.	SUBJ
60480948-20a6-4934-8e63-20fe33241d99	Европа не иска да се превърне в поредната статистика.	SUBJ
3b8b4ac9-f6d2-4364-9362-265a2c544dcf	Колко години ще ни внушават, че сме незначителни, нищожни, жалки, за да свикнем с това, да го приемем и да ни хареса.	SUBJ
8b4860cc-6205-47dd-b149-9799a23dfb02	Затова дядо Влайчо се принудил да си направи приемна на една от бащините си ниви на няколко километра извън селото.	OBJ
3d036104-5991-4ad6-8a27-a78fa8db0d86	Оставете водата да заври и сложете 100 грама от билката омайниче (в изсушен вид).	OBJ
0211b0a0-7ef8-42c5-ba76-8ed74cc0e579	Отшелникът смята, че това ще бъдат Русия, Белорус и Украйна.	OBJ
b65b1222-3fff-48cb-ba66-3149b1873ba0	Скоро ми биха ваксина, скоро ще ми бият пак.	OBJ
f8414be4-748c-4f9d-b51a-69d815dd9b6f	С радост усетих ,че много добре правя Коректори за дома и градината с полу - скъпоценни камъни и естествени материали,както и лични Амулети-освен с материя ги "зареждам " и с енергийни спирали които оказват благотворно влияние на собственика им.	SUBJ
65331841-ffdf-4cfd-84e9-1d8a72780f62	И как ще се развиваме в бъдеще – като българи ли или като някакво малцинство на собствените ни земи?	SUBJ
5a25f99f-cd22-48af-8e07-bb2b9d5573d1	"Целта ни е да свършим работа."	OBJ
e4c06981-8fe4-4efe-891f-76115364e0c9	Но това го е казвал и Нострадамус.	OBJ
ccb8c76e-821e-47b2-b5c3-cd2f26d184f1	Никой не може да каже със сигурност, че тя е направила тези предсказания, които се разпространяват от хора, общували поединично с нея.	OBJ
ddf63114-a472-4f3a-ab99-fa3808ba8aad	Той решава кой ще живее и кой ще умре.	SUBJ
83503c16-d978-452d-b347-107d389895d6	Легендарната пророчица от Петрич е давала съвети на хора от цял свят как да се справят с различни болести и тревоги.	OBJ
290bd06e-a041-497f-adc8-2d447151a884	2100: Слънце, създадено от човека, осветява тъмната страна на планетата.	SUBJ
67c48633-7919-44e1-be82-237fa5eb56f6	Правилото за трите звезди, които умират една след друга, има няколко потвърждения.	OBJ
c9f8be15-44b0-4ab4-946b-de4481662043	Daily Mail също припомня, че Ванга предсказа атаката на Световния търговски център през 2001 г. и рязкото увеличаване на ислямска държава.	OBJ
a2b65130-cd5b-4642-a8dc-705f25a2b20c	Отговорих и, че не ги събирам.	OBJ
0d82fcef-ddef-45f2-b347-fd867ce1ea6b	Според Хейт, Тръмп е привлекателен за групите, които са се отцепили от състезаващите се помежду си групировки.	OBJ
ad6d7279-0b4a-4e78-9dd5-bf2de0345567	Плодните дръвчета като ябълките и черешите се счита, че са от по-високо качество, отколкото са другите дървета, обаче и това е теория, която изисква още изследвания.	OBJ
d2f2c17e-ccac-40ac-ad16-fb5b002f0164	Нито твърдя, че Ротшилд са искали да откраднат петеа.	OBJ
27bda8a2-cd8f-4b79-97af-ab40bd393af7	Въпреки това той размахва томахавка срещу водещите медии Си Ен Ен, Ей Би Си, "Вашингтон пост" и "Ню Йорк таймс" и ги нарече "врагове на народа", които са се превърнали в мелници за фалшиви новини.	OBJ
926512d6-0aa7-4bd2-b1d0-80210bb8e315	Хората, които завършват университет трябва да са послушни последователи на властта, иначе няма да могат да завършат обучението си.	SUBJ
20784a27-689f-4b2d-828b-7ffdabaaa63b	А никому неизвестната досега женица се оказа родният извънреден и пълномощен посланик в Белгия и Люксембург.	SUBJ
15e3cce3-8229-4ae4-8bbb-912eab3ccfab	След това избраното се преследва едностранчиво и същевременно се намира изкупителна жертва, която да бъде сочена с пръст и тя се превръща във виновник за собствения задръстен живот и лично безсилие.	SUBJ
07a02107-5442-4425-a4ca-5adc70f74554	Стените на стаята му били изписани с неразбираеми текстове и окултни символи, с диаграми и звездни карти.	OBJ
cf3c91f0-77db-48eb-b2b9-9bcff5b5c180	Приятел, ти си стар човек, беден човек.	SUBJ
4387c194-442e-45fe-bf07-5e0c1091cc8b	Добрият тон между нас и Турция ще бъде запазен.	SUBJ
aa67926a-f107-4303-90ef-b55863699a5e	Първата й прогноза е, че за Европа и САЩ предстоят "тежки времена".	OBJ
9bbb084e-4953-40a6-8678-88bad00bc4a8	Те пишат неща, които не ни се иска да са верни, следователно не са верни.	SUBJ
1b217f8c-1967-42e6-af33-1e50e74d7944	Нормално е през този период на 100 кошера да има смъртност на 2 майки.	OBJ
6e6ac1e0-9206-4da4-93a4-13ab18a16cc9	Всичкото злато, цялата материална мощ за обработката и оглупяването на хората там.	SUBJ
e6fa110a-7a3c-4e0c-9192-9c814cf0a88b	Останали без средствата си за производство, което означава без поминък, хората от Бов се отправиха към София да работят по заводите.	OBJ
14fe1749-826a-4454-95c3-4079ed3a00f9	Обвиненията срещу Асад придобиват характер на откровена провокация.	SUBJ
6f6844ff-3ce5-4559-8599-87a8b0792496	Тя не е канонизирана от Българската православна църква.	OBJ
7b8885b3-0655-438f-a3e3-56f1e3968f08	Всеки да се лекува със своите билки.	SUBJ
afbc6b2b-78da-406a-88c3-07761365e752	Това не е, което очаквах, за да съм честен, но представата за "вълка единак" Сорос има повече основания в сравнение с настоящата оруелска конспирация.	SUBJ
55b6fa26-0cf1-416a-8a9f-4d4fa2140887	Хрътките на Държавна сигурност обвиниха мен и още един колега, че сме одобрили апаратурата само за да лапнем комисиони от западняците, което си беше абсурдно", разказа експертът по подземните богатства.	OBJ
d88151b4-f1f5-45da-a3b9-bf3eac36967c	Всички мнения, оценки и твърдения, изказани в интервютата отразяват лични виждания и "Фокус" не носи отговорност за тях	OBJ
242ec4bd-542e-4262-9991-f81d85abc8b4	Дано си спомняш кой е Караибрахим в летописа ни и дано да съм лош пророк.	SUBJ
af8b8e35-d2c7-4571-8ac3-f486300a6f3d	Ако човек иска да получи поне частично реалистична представа за действителната ситуация, особено полезни са вътрешнодържавните информационни медии на съответните елити, като например "Уолстрийт Джърнал".	SUBJ
b79b34fe-7674-407b-99a7-116a1925236b	Тинейджърските пъпки се подобряват в секундата, в която спрем да консумираме мляко.	SUBJ
d71f54e0-a602-414c-92ef-b4260f4c1b89	Данните, с които се сдобих, показват, че много е ограбено от иманяри през вековете; тази планина е пазила много съкровища и злато, но това само води на размисли, че има и много останало неразкрито, дълбоко скрито в недрата на земята.	OBJ
455744ea-80cb-4810-9758-1e48917f0a14	В светлината на идеята за обща историко-културна рамка на народната медицина и магичните и лечебни свойства на билките, експозицията започва с любопитни археологически данни от праисторическия древен свят, ролята на жреците, ползващи се с привилегията да владеят и упражняват мистични медицински методи.	OBJ
093284b2-6b8d-4dae-ac30-fbe46be6f2a2	По-късно разбрах, че акад. Ангел Балевски е бил против да се строи по него и Живков е пожелал да се проучат нещата.	OBJ
51fd159e-0abc-49f5-900d-f271dd6c96d6	Тогава му е било наредено да откара натоварения с архивни документи камион в екарисажа на хасковското село Узунджово, където да ги унищожи.	OBJ
a3600e37-4b8b-4e13-8171-094a30f84793	Ето един пример: след арестуването на Михаил Ходорковски за неплатени данъци на компанията "Юкос" в Русия, имаше опасност акциите му да бъдат иззети.	OBJ
e986d9f9-e16e-447e-9dcd-02342794a4e5	Е, не беше предшестван от митинг-концерт на Орлов мост и 1-годишна телевизионна реклама, но референдумът се състоя.	SUBJ
2a8f71a7-f560-43f5-980a-97dff1a5ecb5	Това са част от предсказанията на пророчицата Слава Севрюкова /1902-1991г./ по отношение по-близкото бъдеще на страната ни.	OBJ
692cd200-898e-44b7-b24a-052cb8d38e6d	В своите пророчески видения тя го вижда като висок и красив, а най-интересното е, че преди да влезе в ясновидски транс, той се обвива в плащ от паунови пера.	OBJ
bd7f42f3-21b6-4eaa-880f-dfb7b943c95c	00:02 08-02-2017 Често чуваме, че никога не е късно.	OBJ
010c5edf-d1fe-4695-a1e3-608ba2c118aa	Смята се, че едал 1 милиардот парите си заблаготворителност,100 млн. от които на Харвардския университет.	OBJ
66bde4ea-9e1f-4137-9d65-369e9152fc27	Но фактът е факт.	OBJ
401854d7-8ad1-4995-8932-b6e76f966956	Това проработи за войните им в Ирак.	OBJ
e1b0b632-e317-420a-a622-56834bf7b525	И в никакъв случай "антифриз", когато ви предстои дълго пътуване по хлъзгав терен.	OBJ
a118bfea-6a0c-4941-9d23-94c8965412e3	Да, има проблем с ислямския тероризъм и това, че някой го казва, не гоправи ислямофоб или ксенофоб.	SUBJ
3860f262-4e96-43fd-a970-d7d06bf05ca1	Той се мотивира с това, че в Брюксел управляват чиновници, които живеят в пълна финансова обезпеченост.	OBJ
207ea438-eeee-4d03-a94d-f3a921aaef01	Може да вземете решение за отделяне от родителите или децата.	OBJ
06856b52-4504-46e6-9ff6-46d6f2af6115	Оказва се, че служител на компанията Bell е въвел погрешно "6", вместо "d" в софтуера, който контролирал телефонния трафик, поради което телефонните компании изгубили напълно контрол над мрежите си.	OBJ
392d05f9-de78-4e91-9117-90d1358cab5f	"Сега имаме едно невероятно откритие, което носи богата и интересна информация", заяви кметът на Пловдив Иван Тотев.	OBJ
272078a2-7e34-4b5f-9440-637adb954225	Ядене за камъни кой дава?	SUBJ
ce618692-fc39-4fa6-8d4c-77e9eaaa320a	Ако днес при префуканото ни членство в ЕС и НАТО се страхуваме от шантаж, човек ще се почуди как сме оцелявали 1300 години.	SUBJ
8a4ce264-66c3-4c9e-8ffa-dd383079d71e	Това става причина в Хатуса да бъдат почитани хиляда божества.	OBJ
7334e628-f9a4-46d4-8578-9c742c4415b9	1/5 снимки в галерията Помните ли, че бликна вода от свещения кладенец на Голямата базилика в старата българска столица Плиска?	SUBJ
55810a60-c7aa-47ad-bafe-3b654287a5b2	Който преди години, още през 1994-та, извърши брутално посегателство над нея.	SUBJ
fcceace0-8336-415c-b7b7-c109b28fde11	Техен финансов съветник е американската инвестиционна банка «Братя Лазардс» , която толкова години управлява финансовите дела на най-богатите фамилии в света.	OBJ
3c327872-7d18-4d24-bc7f-7317e32063e6	Двете книги със странните йероглифи и записи, които ми бяха представени, ги изпратих в Израел с наша делегация.	OBJ
67cc645f-81a1-45d6-8d22-46d2b47c3c52	"Тепърва ни предстои и още един арктически студ."	OBJ
97b38439-002a-4005-a62f-2e9e50821a7c	Още днес стартирайте нов начин за отслабване в дома си и след кратко време ще се радвате на отлични резултати.	SUBJ
d9ec3dc3-b597-42f3-b25d-02feedc376b4	Пети маршрут: От с Бов се тръгва за махала Кръст, достига се превал между върховете Гарвана и Издремец и се преминава в долината, където е разположено с. Лакатник.	OBJ
c131f5b8-715b-48ff-9632-e088138f5b51	Ако се знаело това, хиляди са щели да се стичат в "Света Петка" на поклонения пред Апостола.	SUBJ
b7c5cbb2-3a6d-4f64-b27c-ac59db929747	В "Блиц" пишат за Домусчиев: "Златното момче на българския футбол".	OBJ
d6200981-091c-4336-9699-2274402ed273	Почти всички негови записки и предсказания са иззети по време на обиски в дома му в с. Коньово, Новозагорско.	OBJ
