sentence_id	sentence	label
MIS_855-curl_05_004	وأشار المصدر إلى أن الكويت باعتبارها لعبت دورًا كبيرا فى الوساطة الخليجية لحل الأزمة منذ قرار المقاطعة فى مايو 2017 تجري اتصالاتها وجهودها لإثناء الدوحة عن قرارها.	SUBJ
MIS_1157-eurl_04_034	ولا يقتصر التعذيب على الأسرى، بل يطاول كذلك الأسيرات، إذ تعرضت الأسيرة المحررة والكاتبة لمى خاطر من مدينة الخليل جنوب الضفة، العام الماضي، لتحقيق قاسٍ استمر 34 يوماً، وكانت تتمنى المرض ودخول المستشفى كي تخرج من أجواء التعذيب، بحسب ما تقول لـالعربي الجديد.	SUBJ
MIS_20-curl_03_012	وقد اعتبرت سيطرة المجموعة المسلحة على أجزاء من الساحل الغربي لليمن نهاية العام الماضي مكسبا إستراتيجيا لإيران التي باتت تتواجد عند باب المندب والبحر الأحمر.	OBJ
MIS_2361-eurl_01_024	لا، لكن مثلي مثل أي فتاة تتمنى أن ترتبط ولكن يجب إيجاد الشخص المناسب الذي يفهمك وأن يكون رجلاً بكل معنى الكلمة وهذا المطلب بات شرطاً أساسياً هذه الأيام، والسبب كما يقولون: «ما أكثر الذكور وما أقل الرجال» مع احترامي للجميع.	OBJ
MIS_1169-curl_01_002	كل ما يحتاجه منزلك من فخر الصناعة اللبنانية فريد رعيدي Architects...	OBJ
AJ_9_20	هذا النصّ البالغ الرمزية- الذي صوّتت عليه الجمعية التأسيسية بعد الاستيلاء على سجن الباستيل سيئ الذكر- ليس حصرًا على الفرنسيين فحسب ولا يميز بين البشر، بل تنص مادته الأولى على أنه: " يولد جميع الناس أحرارًا ويظلون أحرارًا ومتساوين في الحقوق".	SUBJ
FAT_280-eurl_02_013	وقال تايلور إن المياه تعتبر أكثر وضوحاً في تلك البقعة من المحيط، ولكنها تفتقر إلى الشعاب المرجانية المدارية مثل تلك الموجودة في البحر الكاريبي، مضيفاً أن في المقابل، هناك وفرة من الأسماك وقنافذ البحر التي تنظيف وجوه التماثيل في فترة الليل.	SUBJ
MIS_2815-eurl_01_009	وزاد: خطة عمل حقوق الإنسان التي سنعلنها قريبا، ستتضمن إطارا مختصرا حول قضية الدستور الجديد، وأريد أن أدعو جميع الأحزاب السياسية، والأكاديميين، والجامعيين، ومنظمات المجتمع المدني، ووسائل الإعلام، وجميع المفكرين الأتراك، للمشاركة في إعداد ومناقشة الدستور الجديد خلال العام الجاري.	OBJ
MIS_1825-eurl_01_001	نفى الأمير سلمان بن عبد العزيز صحة تسجيل نسب إليه على اليوتيوب وتضمن قراءة لسورة المزمل، قيل إنها بصوته.	SUBJ
Almayadeen_41_17	أنموذج المقاومة في فلسطين والجولان والجنوب اللبناني يثلج الصدور، ويَعِدُ بمقاربة تضع يد الحقّ فوق أيدي المعتدين الغزاة دائماً وأبداً، كما يعد باستعادة وصون العلاقة الفطرية الجميلة بين الإنسان والأرض وتعزيزها إلى ما فيه خير وسلامة وازدهار كليهما.	OBJ
CNN_6_1	ببساطة لم يعد لها علاج هناك.. مسؤولة إماراتية تتحدث عن طفلة مصابة بالسرطان تم إجلاؤها من غزة	OBJ
AFP_674-eurl_03_020	وأخيرا نسأل الله أن يلهم شعبنا وذوي الشيخ الشهيد الصبر والسلوان.	SUBJ
Almayadeen_11_9	ولأنه ليس من المنطق أبداً أن نتعامل مع منظمة حصلت على ثقة أغلبية الشعب الفلسطيني في انتخابات 2006 باعتبارها "كياناً إرهابياً"، فينبغي للمجتمع الدولي أن يتعامل معها باعتبارها جزءاً لا يتجزأ من حركة تحرر أوسع تضم فصائل أخرى متنوعة الأطروحات والتوجهات.	SUBJ
MIS_2785-curl_03_006	وبالنسبة لـخديجة، كما تسمي نفسها الآن، فإن شخصية ابن عربي، الذي عمل كمرشد روحي للشخصية الرئيسية في مسلسل أرطغرل، هي التي أنارت طريقها إلى الإسلام.	OBJ
CNN_9_13	- تخفيف -ما لم يكن- وقف الدعم لأوكرانيا، خاصة النقدي.	OBJ
MIS_2664-eurl_04_003	وأضاف أن قرار الإخلاء جاء بعد أن عدل مدعي عام محكمة أمن الدولة تهمته من القيام بكتابات من شأنها تعكير صفو العلاقات مع دولة صديقة، إلى تهمة الذم والقدح.	SUBJ
AJ_15_4	فهل تستطيع إسرائيل حاليًا خاصة اليوم – بعد الفظائع التي ارتكبتها ولا تزال في غزة- أن تتذرّع بالرصيد المعنوي الذي كانت تدفع به جراء مظلمة المحرقة التي تعرضت لها في أوروبا!	OBJ
MAH_61-curl_01_027	والآن، ينبغي على الأطباء سؤال المرضى عن فقدان السمع المفاجئ، وإحالتهم وفقا لذلك.	OBJ
MIS_1862-eurl_03_010	بينما خلا شهر إبريل/نيسان الماضي، من صدور أحكام بالإعدام، وقالت المبادرة المصرية للحقوق الشخصية إن هذا على الأرجح بسبب الإجراءات المتخذة لمواجهة جائحة كورونا من تخفيض لطاقة العمل في المحاكم وفي وزارة الداخلية.	SUBJ
AJ_4_23	وأنت حقًا وائل الصابر المحتسب الراضي دائمًا بقضاء الله وقدره، ومن رضي بقضاء ربه.. أرضاه الله بجمال قدره.	OBJ
MIS_1195-eurl_04_005	وعلق السفير السعودي في هولندا عبد العزيز بن عبدالله أبوحميد على القرار بالقول إن المملكة توضح أن الحكم الصادر من المحكمة اقتصر على بيان مدى وجود اختصاص لمجلس منظمة الطيران المدني (الإيكاو)، وليس له علاقة بالأسس الموضوعية في الشكوى المقدمة من قبل دولة قطر.	OBJ
MIS_2576-eurl_01_006	ووفقًا لمجلس الوزراء، تُحصل غرامة فورية بقيمة 50 جنيهًا على غير الملتزم بارتداء الكمامة، وغرامة فورية بقيمة 4 آلاف جنيه للمنشآت المخالفة، مع غلق المنشأة إداريًا لمدة أسبوع.	OBJ
MIS_2357-eurl_03_010	وتنظم مظاهرة الثلاثاء الساعة 18,00 (17,00 ت غ) أمام الجمعية الوطنية الفرنسية بدعوة من حوالي عشرين منظمة غير حكومية للتنديد بـالشراكة الاستراتيجية بين مصر وفرنسا تحت شعار مكافحة الإرهاب.	OBJ
MIS_823-eurl_01_004	نأخذ كل ما لدينا مع صورة لقبضة يد بنية اللون.	SUBJ
MIS_2605-curl_01_001	استفز أسطورة البرازيل بيليه، جماهير البرتغالي كريستيانو رونالدو، بزعمه أنه الهداف التاريخي للعالم، بعد أيام من تحطيم النجم البرتغالي لرقمه.	OBJ
CNN_14_16	وقال فهد ناظر المتحدث باسم السفارة السعودية في الولايات المتحدة لمراسلة CNN يوم الثلاثاء: "سنفعل كل ما في وسعنا للتخفيف من هذه الأزمة. نحن نقود هذا الجهد، لكننا نعمل بشكل وثيق للغاية مع الولايات المتحدة وشركائنا الإقليميين والدوليين."	OBJ
MIS_2905-eurl_06_004	وسوف يتم استقطاع الفترة التي قضاها قيد الإقامة الجبرية في ذلك العام حين صدر عليه الحكم.	OBJ
RTArabic_18_50	واسمحوا لي بتذكيركم أن إحدى أهم وظائف الردع النووي هي منع إمكانية النصر في حرب تقليدية، وبالتالي منع سباق التسلح غير النووي.	OBJ
MIS_1069-curl_01_004	وتداول عدد من مستخدمى مواقع التواصل الاجتماعى، صورة لقضاة الجزائر الذين يعتذرون للشعب عما بدر منهم، حيث ظهر فى الصورة قاضيان يحملان ورقة مطبوعًا عليها: نعتذر للشعب على خيانتنا طوال 20 سنة لأن النظام استعملنا”.	OBJ
MIS_2164-eurl_03_003	وأضاف أن اتفاق وقف إطلاق النار، المعمول به منذ 1991 تحت رعاية الأمم المتحدة، صار من الماضي.	OBJ
MIS_2785-eurl_01_019	وحول ردود الفعل التي واجهتها عقب اعتناقها الإسلام قالت خديجة إن بعض جيرانها يعتقدون أنها تعرضت لعملية غسيل دماغ وإن بعضهم قطع علاقته بها وآخرون قاموا بحظرها على وسائل التواصل الاجتماعي.	SUBJ
AJ_22_17	يقول عبدالله: غضبت وعشقت وصليت، وذقت لأول مرة الحب؛ فلقد أحببت القدس وقبة الصخرة المشرفة من أول نظرة.. وأحببت يحيى عياش مثلما أحببت القدس تمامًا؛ فعياش ذلك المهندس القسامي أعاد لي بما رووه عنه روح المقاومة والتصدي للظلم والطغيان.	SUBJ
FranceENArabe_1_1	الرئيس الفرنسي لدى وصوله تل أبيب ولقائه مع رئيس حكومة الطوارئ في إسرائيل AFP	OBJ
MIS_617-eurl_04_011	وقارن مظلوم: ‏‎طبعا مفتكرش وزيرة الهجرة أو أي مسئول مصري هيطلع يتكلم عن الموضوع ده خصوصا بعد الفضيحة اللي حصلت في الكويت.	OBJ
FAT_243-eurl_06_002	وتعددت الأسباب التي دفعت هؤلاء الأشخاص للتفكير في الانتحار، ففي الحادثة الأخيرة، قال الرجل إنه حاول حرق نفسه في صحن المطاف بجوار الكعبة المشرفة؛ لوجود مشاكل مع عمه حول الميراث الذي يقدر بملايين الريالات، وأنه حاول بفعلته تلك لفت الأنظار إليه لحل قضيته.	OBJ
MIS_522-eurl_01_013	ويشارك الأتراك داخل البلاد وخارجها بهذه الذكرى من كل عام في فعاليات متنوعة، احتفالا بعيد الطفولة والسيادة الوطنية، إلا أن تفشي فيروس كورونا أدى لإلغاء معظم احتفالات العام الحالي.	SUBJ
MIS_1710-eurl_02_012	ومع صدور كتاب أدولف هتلر كفاحي عام 1925، ازدهرت تلك الأفكار.	SUBJ
MIS_143-curl_02_006	النجمة شاكيرا كانت قد أدهشت جمهورها خلال حفل Super Bowl مؤخرا، والذي شاركت فيه إلى جانب المغنية الأمريكية جينيفر لوبيز، وخلال الحفل أدت المغنية الكولومبية العديد من الرقصات والعزف على الجيتار، ولكن كانت زغرودتها هى ما أثار الانتباه بين محبيها وأطلق الكثير من النكات الساخرة والكوميكس عبر مواقع التواصل.	OBJ
AJ_11_26	فقد حافظ حزب الله حتى عملية الاغتيال على مستوى معين من الانخراط في المعركة، وانضباط في إطار قواعد الاشتباك، بحيث لا يسمح بالاستفراد بغزة تمامًا، ولكن أيضًا لا يدفع لحرب شاملة مع الاحتلال.	SUBJ
RTArabic_6_14	بالطبع، ليس هذا سوى رأيي المتواضع، ويمكن أن أكون مخطئا.	SUBJ
MIS_169-eurl_01_016	وفي لقاء عقدوه أمس السبت في العاصمة الإثيوبية أديس أبابا، دعا قادة المجلس إلى وقف التدخلات الخارجية في الأزمة الليبية، وانتقدت قمة السلم والأمن الأفريقي تغييب دور الاتحاد الأفريقي عن إيجاد حل للأزمة الليبية.	OBJ
FAT_518-eurl_03_005	واضاف بدأ الوقود يتسرب من الشاحنة وحاول الاشخاص تجميعه بدلا من ان يهربوا.	SUBJ
MIS_1827-eurl_04_002	وقال عبدالعزيز البمبي، خال محمد صلاح إن اللاعب أتصل باسرته لطمأنتهم علي نتيجة فحص العينات الخاصه به، مضيفًا أن اللاعب أكد أنه بصحة جيدة، وأن نتيجة العينة جاءت سلبية وعدم إصابته بالفيروس.	SUBJ
Almayadeen_1_4	نعم، جميعنا نتحسر، وبالذات أحرار الأمة، كما أسلفت، لأن الأندلس جزء غالٍ من ثقافتنا وهويتنا وروحنا الإنسانية التاريخية التي لم يتركها الأجداد طواعية، وفيها رسخ علماؤنا ومفكرونا وفلاسفتنا أسس النهضة العلمية الحضارية لتاريخنا العربي الإسلامي في هذا الجزء من العالم.	OBJ
MIS_1236-curl_02_001	شمس نيوز/ غزة أكدت (القناة 12) العبرية، اليوم السبت، أن وزارة الصحة في قطاع غزة، تُدير أزمة فيروس (كورونا) بشكل أفضل من حكومة بينامين نتنياهو.	OBJ
AFP_762-curl_03_003	ترتب على الزوجين الخوض في تجربة معقدة يثبتان فيها أنهما قادران على العناية بطفلهما القرنبيط عن طريق رعايته داخل ظروف ملائمة.	OBJ
AJ_8_17	وبعد هزيمة يونيو/ حزيران 1967 المدوية، ساد لدى العرب مصطلح "إزالة آثار العدوان"، وظلت الجبهة المصرية مشتعلة فيما كان يعرف بحرب الاستنزاف، إلى أن عبر الجيش المصري قناة السويس، وحطّم خط بارليف عام 1973.	SUBJ
MIS_410-eurl_01_003	ليس منطقيا تقييد الفعاليات الاقتصادية في لحظة معينة، وإغلاق الشركات والمؤسسات.	SUBJ
Almayadeen_29_33	إن الاستخدام الخبيث للصور النمطية، والذي يعول بحدة على الطبيعتين العنيفة والحسية للسكان الأصليين، يهب مشروعية للمعاملة القاسية والمستغلة للكولونيالية، فالمستعمر يستطيع تسويغ استعباده وإبادته عبر منطق "المهمة الحضارية"، التي غدت، في كلمات كبلنغ البليغة، "العبء الذي يضطلع به الرجل الأبيض".	OBJ
Almayadeen_52_3	إضافة إلى الولايات المتحدة الأميركية كطرف أساسي في صراع المعسكر الغربي الرأسمالي مع الدولة الروسية منذ الحرب العالمية الثانية وحتى اليوم، أظهرت التداعيات الدولية للعملية العسكرية الروسية ضد المحمية النازية الأطلسية في أوكرانيا، أن الصراع الروسي البريطاني لا يقلّ أهمية عن الصراع الروسي الأميركي.	OBJ
MIS_1294-curl_03_001	أثار الصحفي التركي الشهير ايمره اكتشاي غضبا واسعا من قبل رواد مواقع التواصل الاجتماعي، بسبب تصريحه الأخير عن العرب ووصفهم بالأبقار بسبب نسب المشاهدة العالية للمسلسلات التركية.	OBJ
FAT_1387-eurl_05_010	وقالت إن المملكة المتحدة تطلعها على المعلومات المستقاة من دراسات جديدة حول السلالة الجديدة للفيروس، وإن المنظمة ستطلع الدول الأعضاء والمواطنين على أي معلومات جديدة تتوفر حول خاصيات الفيروس الجديد وما يترتب عليها.	OBJ
MIS_297-eurl_01_003	وأثبتت أحلام يوم أمس أن كمامة مرصعة من الألماس ليست من أولوياتها في هذه الظروف التي يعيشها العالم كله، ونشرت صورة لها خلال سفرها وهي ترتدي كمامة عادية للوقاية من فيروس كورونا.	SUBJ
AFP_458-eurl_02_015	لكن بالبحث والتدقيق، وجد أن الفيديو المتداول يعود أصلًا لعام 2009، وصور في ولاية مكسيكية، ولا علاقة له بالسعودية أو الحوثي.	SUBJ
MIS_1068-eurl_01_015	شارك أبو عزرائيل -الموصوف بأنه مستعد للقتال بأي جبهة تحددها مرجعيته الدينية- في معارك الحشد الشعبي مع تنظيم الدولة بمحافظات تكريت والأنبار وصلاح الدين، وقاتل في سوريا إلى جانب قوات نظام بشار الأسد لـحماية مرقد السيدة زينب جنوب شرقي دمشق.	OBJ
MIS_1427-curl_05_053	والسبب؟ المرأة Lebanon 24 نجمة "عروس اسطنبول" تعتذر عن مسلسلها الجديد.	SUBJ
MIS_446-eurl_01_045	صحيح ما تفضلتم به، لأن الميدان الصحي لا يزال مغيبا في أجندات ملفات الاتحاد الأوروبي، وهذا يجب أن يتغير في القريب العاجل، ليصبح أولوية جماعية بين كل دول الاتحاد مثله مثل الأمن والاقتصاد.	SUBJ
MIS_238-curl_03_003	وأكدت مصادر لـمباشر قطر داخل القصر الأميري، أن أمير قطر طريح الفراش منذ أيام، وأن درجة حرارتِه مرتفعة جدا ولم يخرج من غرفتِه لمدة ثلاثة أيام، ويتناوب عليه حاليا عدد كبير من الأطباء.	OBJ
MIS_2265-eurl_04_009	ولم يعد التقارب والتنسيق بين الجزائر والبوليساريو حبيس الكتمان، فقد أضحى ظاهرا للعلن، وما يعزز صحة هذا الطرح هو اجتماع رفيع المستوى برئاسة الوزير الأول الجزائري ورئيس وزراء الجمهورية التي تعلنها البوليساريو، المنتظم مؤخرا بالجزائر، بحضور القيادات الأمنية والعسكرية ووزراء الخارجية.	OBJ
MIS_763-curl_05_001	اندلعت أمس مظاهرات عديدة على مستوى العالم تنديداً بقرار ترامب باعلان القدس عاصمة لإسرائيل، وبالطبع كانت المظاهرات الأقوى في فلسطين، حيث شهدت جميع أنحاءها احتجاجات قوية قابلها العدو الصهيوني بالعنف، حيث أطلق الرصاص المطاطي والحي في كثير من الأحيان وكذلك القنابل المسيلة للدموع.	SUBJ
MIS_1585-eurl_02_011	وجاء موقف نصرالله بعد وقت قصير من اعتبار رئيس الجمهورية ميشال عون أن طلب تحقيق دولي في الفاجعة التي ضربت لبنان تضييع للحقيقة.	OBJ
FAT_516-eurl_04_003	و اعتبرت الإيسيسكو أن أونغ فقدت بذلك الأهلية للجائزة، مطالبة المجتمع الدولي بالتدخل العاجل لوقف المجازر والانتهاكات الخطيرة لحقوق الإنسان في ميانمار.	SUBJ
AFP_633-eurl_02_007	هل ينزل باسيل عن الشجرة طوعاً أم يُنزله حزب الله؟ نوّاب التيّار كعامل مغيّر للّعبة السياسية لايف ستايل فن ومشاهير موضة وجمال طبخ سياحة وسفر حول العالم حياتنا وفاة عملاق الفن اللّبناني روميو لحود عن 92 عاماً بعد تعرّضها لحادث سير...	OBJ
MIS_2253-eurl_01_004	ورغم تسجيل مارادونا هدفاً باليد لم يره الحكم التونسي، خرج اللاعب بعد المباراة ليقول أن يد الله هي من سجلت هذا الهدف لتعلي من شأن الأرجنتين في المونديال، ليصبح هذا الهدف حديث العالم ولقطة مهمة ونادرة.	OBJ
MIS_2454-eurl_04_019	فيما أعلنت وزارة الصحة النمساوية مساء أمس (الأحد) أن فيينا تعمل على وضع تفاصيل بشأن حظر السفر من بريطانيا.	OBJ
MIS_1195-curl_04_004	وجاءت خطوة الرباعي العربي انطلاقاً من ممارستها لحقوقها السيادية التي كفلها القانون الدولي، وحماية لأمنها الوطني من مخاطر الإرهاب والتطرف نتيجة للانتهاكات الجسيمة التي تمارسها السلطات في الدوحة، سراً وعلناً، منذ عام 1995.	SUBJ
MIS_2265-eurl_04_016	ويرى الباحث في الشؤون الإفريقية والأمنية سيد أحمد أبصير في حديثه لـ CNN بالعربية أن رؤية الجزائر لمخرجات القضية الصحراوية هي بزاوية أمنية معقدة، فتأزم الأوضاع الأمنية –حسبه- هو ما أضحى محرّكًا لأهم الملفات التي أضحت تحكم العلاقات الثنائية الجزائرية-الصحراوية دون إغفال المسائل السياسية معا.	SUBJ
